"DECL","PERIOD","PRCCODE","PRCCODE_LABEL","INDICATORS","Value","Flag and Footnotes"
"Finland","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","7,222,085",""
"Austria","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","12,271,200",""
"Malta","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","1,245,638",""
"Latvia","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL",":",""
"Lithuania","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","513,062",""
"Poland","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","41,770,735",""
"Czech Republic","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","20,309,669",""
"Slovakia","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","3,358,630",""
"Romania","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","14,411,725",""
"Bulgaria","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","15,679,006",""
"Slovenia","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","7,151,716",""
"Croatia","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","143,566",""
"EU25TOTALS","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","987,467,060",""
"EU27TOTALS","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","1,017,557,791",""
"Cyprus","Jan.-Dec. 2008","31001190","Non-upholstered seats with metal frames (excluding medical, surgical, dental or veterinary seats, barbers¿ or similar chairs, swivel seats)","PRODVAL","0",""
"France","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","184,163,872",""
"Netherlands","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","0",""
"Germany","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Italy","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","83,764,000",""
"United Kingdom","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","56,300,548",""
"Ireland","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","0",""
"Denmark","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","24,845,494",""
"Greece","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Portugal","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","7,074,714",""
"Spain","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","29,028,815",""
"Belgium","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Luxemburg","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","0",""
"Iceland","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","0",""
"Norway","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Sweden","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Finland","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","1,042,771",""
"Austria","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","2,632,600",""
"Malta","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","0",""
"Estonia","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","12,318,906",""
"Latvia","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","7,746,634",""
"Lithuania","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","25,214,145",""
"Poland","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","336,990,348",""
"Czech Republic","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Slovakia","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Hungary","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","48,692,235",""
"Romania","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","281,215",""
"Slovenia","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","452,355",""
"Croatia","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","15,989,915",""
"EU25TOTALS","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","1,500,000,000",""
"EU27TOTALS","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","1,500,000,000",""
"Cyprus","Jan.-Dec. 2008","31001210","Seats convertible into beds (excluding garden seats or camping equipment)","PRODVAL","0",""
"France","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Netherlands","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Germany","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL",":",""
"Italy","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","829,000",""
"United Kingdom","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL",":",""
"Ireland","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Denmark","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Greece","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Portugal","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","81,970",""
"Spain","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","18,480,886",""
"Belgium","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL",":",""
"Luxemburg","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Iceland","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Norway","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Sweden","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Finland","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Austria","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Malta","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Estonia","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Latvia","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Lithuania","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Poland","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL",":",""
"Czech Republic","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Slovakia","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Hungary","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Romania","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL",":",""
"Bulgaria","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Slovenia","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"Croatia","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","10,522",""
"EU25TOTALS","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","24,378,297",""
"EU27TOTALS","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","24,382,297",""
"Cyprus","Jan.-Dec. 2008","31001230","Seats of cane, osier, bamboo or similar materials","PRODVAL","0",""
"France","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","431,692,504",""
"Netherlands","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","126,508,000",""
"Germany","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","675,738,032",""
"Italy","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","2,468,095,000",""
"United Kingdom","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","975,524,941",""
"Ireland","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","22,673,000",""
"Denmark","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","177,609,442",""
"Greece","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","7,464,571",""
"Portugal","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","57,287,785",""
"Spain","Jan.-Dec. 2008","31001250","Upholstered seats with wooden frames (including three piece suites) (excluding swivel seats)","PRODVAL","493,326,288",""
